Disease_Class,Geopolitical_Zone,Eco_Zone,Soil_Type,Rainfall_mm,Temperature_C,Relative_Humidity_Pct,Nitrogen_Level_ppm,Phosphorus_Level_ppm,Potassium_Level_ppm,Insect_Vector_Count,Leaf_Symptom_Severity
Healthy,South_East,Humid_Forest,Sandy_Loam,1586.9,27.2,71.6,60.0,32.7,168.7,0,1
Fungal_Blight,South_South,Humid_Forest,Clay_Loam,1923.0,29.8,83.6,90.0,45.0,180.0,6,4
Fungal_Blight,South_East,Humid_Forest,Clay_Loam,1891.0,28.5,91.3,90.0,45.0,180.0,12,5
Healthy,North_Central,Derived_Savanna,Sandy_Loam,1333.5,28.3,49.0,79.6,36.0,201.0,2,1
Fungal_Blight,South_South,Humid_Forest,Clay_Loam,1874.8,24.1,83.8,90.0,45.0,180.0,4,5
Healthy,South_East,Humid_Forest,Sandy_Loam,1202.1,28.0,68.9,70.0,39.5,132.0,0,1
Healthy,North_West,Southern_Guinea_Savanna,Alluvial,1663.9,32.5,68.0,83.9,34.7,169.0,0,1
Fungal_Blight,South_South,Derived_Savanna,Clay_Loam,2145.1,29.7,87.1,90.0,45.0,180.0,7,3
Healthy,North_West,Southern_Guinea_Savanna,Alluvial,1389.8,29.4,56.4,69.3,47.5,152.5,1,1
Fungal_Blight,South_South,Humid_Forest,Sandy_Loam,2164.4,26.2,88.5,90.0,45.0,180.0,7,4
Nutrient_Deficiency,North_East,Sudan_Savanna,Lateritic,822.3,36.6,60.3,30.0,11.0,52.8,1,2
Fungal_Blight,South_South,Humid_Forest,Clay_Loam,2322.1,28.8,87.0,90.0,45.0,180.0,8,3
Bacterial_Wilt,South_East,Humid_Forest,Lateritic,1203.7,34.0,61.4,100.0,55.0,220.0,3,4
Healthy,South_East,Humid_Forest,Alluvial,1792.7,28.0,55.3,67.2,43.2,166.0,1,1
Healthy,South_West,Derived_Savanna,Alluvial,1387.9,30.7,61.8,69.2,38.2,141.4,0,1
Fungal_Blight,South_West,Humid_Forest,Lateritic,2599.8,31.3,86.6,90.0,45.0,180.0,6,5
Nutrient_Deficiency,North_West,Southern_Guinea_Savanna,Lateritic,1049.9,33.2,51.6,27.2,6.6,62.9,3,3
Fungal_Blight,South_West,Humid_Forest,Lateritic,1800.0,27.0,88.1,90.0,45.0,180.0,9,4
Fungal_Blight,South_West,Humid_Forest,Alluvial,1865.1,27.1,91.9,90.0,45.0,180.0,7,3
Nutrient_Deficiency,South_West,Derived_Savanna,Clay_Loam,600.0,25.8,53.7,14.4,8.2,61.2,2,3
Healthy,North_East,Humid_Forest,Alluvial,1160.6,24.6,61.3,100.0,35.0,201.0,0,1
Healthy,North_East,Humid_Forest,Alluvial,970.0,27.6,60.0,76.9,44.8,157.4,2,1
Viral_Mosaic,South_West,Southern_Guinea_Savanna,Lateritic,1067.6,30.4,74.0,100.0,55.0,220.0,24,3
Healthy,North_East,Humid_Forest,Sandy_Loam,863.9,29.5,61.5,82.5,36.8,156.3,0,1
Fungal_Blight,South_East,Derived_Savanna,Lateritic,2210.8,29.4,88.3,90.0,45.0,180.0,8,3
Bacterial_Wilt,South_South,Southern_Guinea_Savanna,Clay_Loam,1237.0,36.0,51.7,100.0,55.0,220.0,2,5
Viral_Mosaic,North_West,Southern_Guinea_Savanna,Lateritic,1047.4,30.9,61.0,100.0,55.0,220.0,28,4
Nutrient_Deficiency,South_South,Derived_Savanna,Lateritic,658.3,26.9,80.0,30.0,6.8,58.6,2,3
Fungal_Blight,South_West,Humid_Forest,Alluvial,2313.7,29.0,91.2,90.0,45.0,180.0,5,4
Bacterial_Wilt,South_East,Southern_Guinea_Savanna,Clay_Loam,944.7,34.7,45.9,100.0,55.0,220.0,11,5
Fungal_Blight,South_East,Derived_Savanna,Sandy_Loam,2080.9,30.4,94.3,90.0,45.0,180.0,9,4
Healthy,North_East,Humid_Forest,Sandy_Loam,1034.4,29.2,54.6,93.5,35.1,151.9,2,1
Nutrient_Deficiency,South_East,Southern_Guinea_Savanna,Alluvial,992.8,27.7,46.6,19.7,11.3,42.6,0,3
Healthy,North_East,Southern_Guinea_Savanna,Alluvial,970.2,27.5,55.6,77.4,45.2,148.6,1,1
Nutrient_Deficiency,South_East,Southern_Guinea_Savanna,Lateritic,671.2,31.9,63.8,30.0,14.8,64.3,0,2
Nutrient_Deficiency,North_Central,Derived_Savanna,Alluvial,1022.8,30.9,40.0,18.8,10.1,47.2,0,3
Nutrient_Deficiency,South_East,Sudan_Savanna,Sandy_Loam,711.0,32.7,43.2,10.2,10.7,57.6,0,2
Healthy,North_West,Derived_Savanna,Clay_Loam,1347.7,28.1,51.8,87.5,30.5,171.5,0,1
Fungal_Blight,South_West,Derived_Savanna,Clay_Loam,2116.1,27.1,93.9,90.0,45.0,180.0,7,3
Viral_Mosaic,North_Central,Southern_Guinea_Savanna,Alluvial,1269.9,30.8,67.3,100.0,55.0,220.0,25,2
Viral_Mosaic,North_Central,Humid_Forest,Clay_Loam,745.5,26.7,73.6,100.0,55.0,220.0,14,3
Healthy,South_West,Derived_Savanna,Alluvial,1012.0,29.0,76.6,79.1,44.7,148.9,0,1
Bacterial_Wilt,South_East,Derived_Savanna,Lateritic,1212.5,33.1,60.9,100.0,55.0,220.0,6,5
Healthy,South_West,Southern_Guinea_Savanna,Sandy_Loam,1192.7,26.3,50.7,77.2,31.5,179.0,0,1
Viral_Mosaic,South_West,Derived_Savanna,Clay_Loam,827.6,31.0,70.2,100.0,55.0,220.0,19,3
Bacterial_Wilt,South_South,Humid_Forest,Clay_Loam,856.5,30.0,47.0,100.0,55.0,220.0,3,5
Viral_Mosaic,South_West,Derived_Savanna,Lateritic,1282.8,30.6,40.4,100.0,55.0,220.0,23,3
Viral_Mosaic,South_West,Derived_Savanna,Clay_Loam,1150.5,27.2,41.4,100.0,55.0,220.0,22,3
Nutrient_Deficiency,South_East,Sudan_Savanna,Sandy_Loam,765.2,29.8,55.6,29.7,15.0,35.6,1,3
Bacterial_Wilt,South_South,Southern_Guinea_Savanna,Alluvial,1409.8,35.3,63.4,100.0,55.0,220.0,5,5
Viral_Mosaic,North_Central,Derived_Savanna,Alluvial,600.0,33.2,63.6,100.0,55.0,220.0,19,3
Viral_Mosaic,South_West,Derived_Savanna,Alluvial,729.9,30.8,68.4,100.0,55.0,220.0,27,4
Bacterial_Wilt,South_West,Southern_Guinea_Savanna,Alluvial,1344.2,33.9,60.9,100.0,55.0,220.0,7,4
Fungal_Blight,South_South,Derived_Savanna,Sandy_Loam,2004.4,25.0,84.7,90.0,45.0,180.0,7,4
Bacterial_Wilt,South_South,Southern_Guinea_Savanna,Clay_Loam,600.0,34.5,62.4,100.0,55.0,220.0,2,4
Nutrient_Deficiency,South_South,Sudan_Savanna,Lateritic,815.7,32.2,61.4,29.4,10.2,36.2,0,4
Viral_Mosaic,South_West,Humid_Forest,Sandy_Loam,1474.2,23.7,66.3,100.0,55.0,220.0,24,3
Viral_Mosaic,North_Central,Derived_Savanna,Alluvial,1030.6,29.5,54.5,100.0,55.0,220.0,28,2
Fungal_Blight,South_South,Humid_Forest,Lateritic,2213.7,25.2,80.0,90.0,45.0,180.0,11,4
Viral_Mosaic,North_West,Derived_Savanna,Alluvial,1721.4,26.7,79.6,100.0,55.0,220.0,23,4
Bacterial_Wilt,South_South,Southern_Guinea_Savanna,Clay_Loam,1360.1,35.6,79.4,100.0,55.0,220.0,4,4
Fungal_Blight,South_West,Derived_Savanna,Sandy_Loam,1800.0,31.3,92.1,90.0,45.0,180.0,7,3
Fungal_Blight,South_South,Derived_Savanna,Sandy_Loam,2438.2,29.7,89.2,90.0,45.0,180.0,10,3
Healthy,South_West,Southern_Guinea_Savanna,Sandy_Loam,1271.4,31.1,49.2,72.0,39.0,161.2,3,1
Bacterial_Wilt,North_West,Southern_Guinea_Savanna,Clay_Loam,822.2,33.8,60.7,100.0,55.0,220.0,9,4
Healthy,North_East,Southern_Guinea_Savanna,Sandy_Loam,1338.5,29.9,48.3,80.8,43.1,153.3,1,1
Bacterial_Wilt,North_West,Derived_Savanna,Clay_Loam,1017.9,35.0,66.9,100.0,55.0,220.0,5,5
Healthy,South_South,Humid_Forest,Sandy_Loam,1187.7,30.8,57.5,85.3,42.4,158.8,0,1
Bacterial_Wilt,North_Central,Southern_Guinea_Savanna,Clay_Loam,768.8,35.7,64.9,100.0,55.0,220.0,10,5
Fungal_Blight,South_West,Humid_Forest,Clay_Loam,1984.3,29.9,86.0,90.0,45.0,180.0,9,3
Bacterial_Wilt,South_East,Southern_Guinea_Savanna,Sandy_Loam,724.7,30.0,68.9,100.0,55.0,220.0,10,5
Healthy,South_East,Humid_Forest,Alluvial,1393.0,29.2,61.8,72.3,37.7,149.9,1,1
Bacterial_Wilt,South_West,Derived_Savanna,Clay_Loam,1003.0,33.3,59.5,100.0,55.0,220.0,4,5
Healthy,North_Central,Derived_Savanna,Alluvial,1306.2,26.0,51.7,66.2,30.8,183.6,1,1
Nutrient_Deficiency,North_East,Sudan_Savanna,Clay_Loam,604.8,33.9,56.0,30.0,7.9,39.7,0,2
Fungal_Blight,South_South,Humid_Forest,Alluvial,2243.5,30.3,87.6,90.0,45.0,180.0,4,3
Nutrient_Deficiency,North_Central,Derived_Savanna,Lateritic,864.4,32.3,56.7,21.7,11.0,42.5,0,2
Viral_Mosaic,South_West,Derived_Savanna,Sandy_Loam,1301.1,29.9,84.1,100.0,55.0,220.0,36,4
Fungal_Blight,South_East,Derived_Savanna,Sandy_Loam,2468.6,29.8,84.2,90.0,45.0,180.0,5,3
Bacterial_Wilt,North_East,Sudan_Savanna,Clay_Loam,857.1,32.8,68.6,100.0,55.0,220.0,8,4
Bacterial_Wilt,South_East,Humid_Forest,Clay_Loam,998.5,30.0,67.9,100.0,55.0,220.0,5,5
Viral_Mosaic,North_Central,Derived_Savanna,Lateritic,1261.4,35.2,51.8,100.0,55.0,220.0,24,4
Nutrient_Deficiency,North_West,Derived_Savanna,Lateritic,988.9,31.0,45.7,20.7,8.3,33.3,1,3
Fungal_Blight,South_South,Derived_Savanna,Sandy_Loam,2028.8,31.2,80.0,90.0,45.0,180.0,11,5
Fungal_Blight,South_South,Humid_Forest,Sandy_Loam,2121.8,27.5,88.0,90.0,45.0,180.0,6,5
Fungal_Blight,South_West,Humid_Forest,Clay_Loam,2029.8,31.2,91.3,90.0,45.0,180.0,6,4
Healthy,North_West,Derived_Savanna,Alluvial,1647.1,22.0,45.4,65.6,33.1,165.1,0,1
Healthy,North_West,Humid_Forest,Clay_Loam,1131.7,26.4,55.4,86.4,39.9,183.0,0,1
Viral_Mosaic,North_Central,Humid_Forest,Alluvial,910.3,30.6,67.3,100.0,55.0,220.0,19,3
Bacterial_Wilt,South_South,Sudan_Savanna,Clay_Loam,1074.3,37.0,56.1,100.0,55.0,220.0,8,5
Viral_Mosaic,North_West,Derived_Savanna,Alluvial,1125.6,27.7,46.5,100.0,55.0,220.0,19,4
Healthy,North_East,Derived_Savanna,Alluvial,1295.0,27.7,71.8,67.2,35.2,185.9,1,1
Nutrient_Deficiency,North_West,Sudan_Savanna,Clay_Loam,678.2,36.4,48.8,20.3,9.4,52.7,0,2
Healthy,South_West,Southern_Guinea_Savanna,Alluvial,1274.9,27.9,65.3,75.7,46.0,181.0,0,1
Nutrient_Deficiency,North_East,Southern_Guinea_Savanna,Lateritic,782.1,26.3,47.6,30.0,5.5,47.0,2,2
Fungal_Blight,South_West,Humid_Forest,Alluvial,1937.0,27.9,87.7,90.0,45.0,180.0,8,3
Bacterial_Wilt,South_West,Southern_Guinea_Savanna,Clay_Loam,854.0,33.5,75.3,100.0,55.0,220.0,4,5
Bacterial_Wilt,North_East,Humid_Forest,Clay_Loam,1037.3,30.0,50.7,100.0,55.0,220.0,9,5
Nutrient_Deficiency,South_South,Southern_Guinea_Savanna,Alluvial,731.9,30.7,65.7,21.3,12.3,55.3,0,3
Fungal_Blight,South_West,Humid_Forest,Sandy_Loam,1815.8,28.3,86.5,90.0,45.0,180.0,10,3
Viral_Mosaic,South_West,Southern_Guinea_Savanna,Lateritic,1118.2,27.7,59.6,100.0,55.0,220.0,30,2
Fungal_Blight,South_South,Humid_Forest,Alluvial,2313.1,31.0,87.6,90.0,45.0,180.0,8,4
Nutrient_Deficiency,North_West,Sudan_Savanna,Lateritic,600.0,30.9,40.0,16.9,10.7,37.3,2,2
Bacterial_Wilt,South_South,Southern_Guinea_Savanna,Clay_Loam,1414.3,31.6,77.2,100.0,55.0,220.0,4,5
Healthy,South_East,Southern_Guinea_Savanna,Clay_Loam,1512.8,31.8,61.4,65.8,35.5,185.2,0,1
Viral_Mosaic,South_West,Derived_Savanna,Sandy_Loam,1010.0,29.7,82.6,100.0,55.0,220.0,21,3
Healthy,North_East,Southern_Guinea_Savanna,Sandy_Loam,1558.7,24.4,68.6,78.5,41.3,171.2,1,1
Fungal_Blight,South_South,Derived_Savanna,Alluvial,1800.0,32.8,80.8,90.0,45.0,180.0,7,4
Fungal_Blight,South_West,Humid_Forest,Sandy_Loam,1800.0,30.1,86.3,90.0,45.0,180.0,7,5
Viral_Mosaic,North_West,Southern_Guinea_Savanna,Lateritic,776.8,27.1,70.6,100.0,55.0,220.0,34,4
Viral_Mosaic,North_Central,Derived_Savanna,Lateritic,1173.7,29.0,59.9,100.0,55.0,220.0,21,4
Nutrient_Deficiency,North_East,Sudan_Savanna,Sandy_Loam,822.2,28.5,40.0,15.3,6.9,42.2,1,3
Healthy,North_West,Southern_Guinea_Savanna,Clay_Loam,1272.1,26.1,64.7,78.2,41.7,129.6,0,1
Healthy,North_Central,Humid_Forest,Alluvial,1846.9,24.8,56.8,79.9,33.5,179.6,1,1
Fungal_Blight,South_South,Humid_Forest,Clay_Loam,1891.6,27.6,83.8,90.0,45.0,180.0,9,3
Fungal_Blight,South_East,Derived_Savanna,Clay_Loam,2295.0,31.4,82.3,90.0,45.0,180.0,10,5
Nutrient_Deficiency,South_East,Southern_Guinea_Savanna,Lateritic,841.4,32.3,57.6,21.8,9.5,47.0,2,2
Bacterial_Wilt,South_East,Sudan_Savanna,Alluvial,691.1,33.7,79.6,100.0,55.0,220.0,8,5
Viral_Mosaic,North_Central,Derived_Savanna,Sandy_Loam,1675.2,34.4,70.6,100.0,55.0,220.0,21,3
Nutrient_Deficiency,South_South,Derived_Savanna,Lateritic,793.8,37.4,46.6,18.1,15.0,45.3,1,3
Viral_Mosaic,South_West,Southern_Guinea_Savanna,Alluvial,1100.4,27.5,63.2,100.0,55.0,220.0,17,2
Nutrient_Deficiency,South_East,Southern_Guinea_Savanna,Lateritic,613.1,26.2,65.0,13.8,6.6,43.8,1,3
Nutrient_Deficiency,North_East,Derived_Savanna,Sandy_Loam,839.9,36.9,55.0,26.4,11.9,42.9,0,4
Healthy,South_South,Humid_Forest,Alluvial,1435.0,24.8,54.3,82.2,35.6,158.4,1,1
Nutrient_Deficiency,North_West,Sudan_Savanna,Lateritic,970.3,34.3,72.8,24.1,9.9,52.3,1,4
Bacterial_Wilt,South_South,Derived_Savanna,Clay_Loam,600.0,32.4,77.0,100.0,55.0,220.0,9,5
Nutrient_Deficiency,South_East,Derived_Savanna,Sandy_Loam,659.8,33.2,62.3,22.4,9.3,45.6,0,2
Healthy,North_Central,Derived_Savanna,Alluvial,1476.1,30.0,62.7,92.1,41.0,138.5,1,1
Fungal_Blight,South_South,Derived_Savanna,Sandy_Loam,1800.0,29.5,87.5,90.0,45.0,180.0,6,3
Fungal_Blight,South_West,Derived_Savanna,Clay_Loam,2174.1,28.5,93.7,90.0,45.0,180.0,9,3
Fungal_Blight,South_South,Humid_Forest,Alluvial,2231.8,30.6,90.7,90.0,45.0,180.0,8,3
Bacterial_Wilt,North_East,Sudan_Savanna,Alluvial,1271.9,33.4,51.9,100.0,55.0,220.0,6,5
Nutrient_Deficiency,North_Central,Derived_Savanna,Lateritic,600.0,31.4,63.0,30.0,8.5,42.4,0,2
Viral_Mosaic,North_West,Southern_Guinea_Savanna,Sandy_Loam,1230.0,32.0,49.8,100.0,55.0,220.0,22,2
Fungal_Blight,South_South,Humid_Forest,Alluvial,1800.0,31.2,93.2,90.0,45.0,180.0,9,4
Healthy,North_Central,Southern_Guinea_Savanna,Clay_Loam,1181.5,28.5,49.2,75.9,30.0,118.1,0,1
Bacterial_Wilt,South_South,Southern_Guinea_Savanna,Clay_Loam,1905.3,31.8,69.4,100.0,55.0,220.0,9,5
Fungal_Blight,South_South,Humid_Forest,Sandy_Loam,2125.7,28.4,89.5,90.0,45.0,180.0,10,3
Fungal_Blight,South_West,Derived_Savanna,Sandy_Loam,2642.6,32.8,87.2,90.0,45.0,180.0,5,4
Fungal_Blight,South_South,Humid_Forest,Clay_Loam,2202.6,30.5,87.5,90.0,45.0,180.0,9,4
Viral_Mosaic,North_West,Derived_Savanna,Clay_Loam,933.1,29.2,72.7,100.0,55.0,220.0,21,3
Bacterial_Wilt,North_East,Derived_Savanna,Clay_Loam,1019.9,33.7,58.9,100.0,55.0,220.0,1,4
Fungal_Blight,South_South,Humid_Forest,Sandy_Loam,2129.6,26.7,91.3,90.0,45.0,180.0,10,4
Viral_Mosaic,South_West,Derived_Savanna,Sandy_Loam,1005.0,25.0,73.4,100.0,55.0,220.0,17,4
Bacterial_Wilt,North_East,Southern_Guinea_Savanna,Clay_Loam,1589.6,34.2,86.3,100.0,55.0,220.0,8,4
Fungal_Blight,South_South,Humid_Forest,Lateritic,2137.0,26.4,86.0,90.0,45.0,180.0,9,5
Bacterial_Wilt,South_South,Humid_Forest,Clay_Loam,1031.1,37.7,77.5,100.0,55.0,220.0,8,5
Bacterial_Wilt,North_East,Sudan_Savanna,Clay_Loam,600.0,33.6,59.0,100.0,55.0,220.0,4,5
Healthy,South_South,Derived_Savanna,Alluvial,1331.6,26.3,76.9,96.9,47.2,183.9,1,1
Fungal_Blight,South_West,Derived_Savanna,Alluvial,1938.0,26.1,86.9,90.0,45.0,180.0,9,4
Nutrient_Deficiency,North_East,Sudan_Savanna,Lateritic,870.4,29.7,41.4,12.7,6.1,70.0,0,3
Healthy,South_West,Humid_Forest,Alluvial,1666.0,30.5,64.2,95.6,40.9,169.7,1,1
Bacterial_Wilt,South_East,Sudan_Savanna,Clay_Loam,600.0,32.8,75.5,100.0,55.0,220.0,6,5
Nutrient_Deficiency,North_East,Sudan_Savanna,Alluvial,1103.3,28.6,49.8,18.6,8.9,70.0,1,4
Bacterial_Wilt,North_East,Sudan_Savanna,Lateritic,1060.8,32.1,72.5,100.0,55.0,220.0,3,5
Fungal_Blight,South_West,Humid_Forest,Alluvial,2199.2,29.9,82.2,90.0,45.0,180.0,10,4
Fungal_Blight,South_West,Derived_Savanna,Sandy_Loam,2221.6,30.9,82.1,90.0,45.0,180.0,7,5
Fungal_Blight,South_South,Humid_Forest,Alluvial,2164.7,27.3,84.6,90.0,45.0,180.0,9,5
Bacterial_Wilt,South_South,Sudan_Savanna,Clay_Loam,1468.4,31.1,51.4,100.0,55.0,220.0,2,4
Healthy,South_South,Derived_Savanna,Alluvial,1327.1,27.0,54.1,84.9,38.4,149.8,0,1
Nutrient_Deficiency,North_West,Sudan_Savanna,Lateritic,970.9,24.7,53.7,10.0,6.8,43.1,2,4
Bacterial_Wilt,North_West,Sudan_Savanna,Alluvial,1292.4,34.6,70.5,100.0,55.0,220.0,7,5
Nutrient_Deficiency,North_East,Derived_Savanna,Clay_Loam,953.5,31.1,64.1,23.2,11.7,57.4,0,3
Bacterial_Wilt,South_South,Sudan_Savanna,Sandy_Loam,1422.9,32.0,76.0,100.0,55.0,220.0,6,4
Fungal_Blight,South_South,Humid_Forest,Lateritic,2408.1,29.9,84.7,90.0,45.0,180.0,5,4
Nutrient_Deficiency,North_West,Sudan_Savanna,Lateritic,872.5,28.4,70.8,23.0,9.2,51.3,0,2
Bacterial_Wilt,South_West,Derived_Savanna,Lateritic,600.0,35.4,65.6,100.0,55.0,220.0,7,5
Healthy,South_South,Southern_Guinea_Savanna,Sandy_Loam,1110.8,25.8,51.4,70.3,36.5,158.8,0,1
Bacterial_Wilt,North_East,Southern_Guinea_Savanna,Sandy_Loam,647.7,35.5,77.4,100.0,55.0,220.0,8,5
Nutrient_Deficiency,North_East,Derived_Savanna,Alluvial,667.8,29.9,66.4,28.1,9.8,38.7,1,3
Bacterial_Wilt,South_East,Derived_Savanna,Clay_Loam,1138.6,33.6,90.0,100.0,55.0,220.0,6,5
Bacterial_Wilt,North_Central,Humid_Forest,Alluvial,1354.0,31.9,69.4,100.0,55.0,220.0,9,4
Bacterial_Wilt,North_Central,Derived_Savanna,Alluvial,867.8,32.8,76.4,100.0,55.0,220.0,6,5
Fungal_Blight,South_South,Humid_Forest,Lateritic,1800.0,28.9,87.2,90.0,45.0,180.0,4,3
Fungal_Blight,South_East,Humid_Forest,Alluvial,2242.5,27.6,91.0,90.0,45.0,180.0,8,5
Fungal_Blight,South_West,Humid_Forest,Clay_Loam,2114.6,27.8,85.6,90.0,45.0,180.0,6,4
Bacterial_Wilt,North_Central,Derived_Savanna,Alluvial,1565.9,32.8,71.4,100.0,55.0,220.0,8,5
Viral_Mosaic,North_West,Derived_Savanna,Alluvial,859.0,31.1,54.1,100.0,55.0,220.0,30,4
Viral_Mosaic,North_Central,Humid_Forest,Alluvial,977.5,27.2,77.4,100.0,55.0,220.0,22,4
Fungal_Blight,South_South,Humid_Forest,Alluvial,2394.9,33.9,91.2,90.0,45.0,180.0,14,3
Bacterial_Wilt,South_East,Southern_Guinea_Savanna,Clay_Loam,846.1,34.7,72.9,100.0,55.0,220.0,5,4
Healthy,South_East,Southern_Guinea_Savanna,Clay_Loam,1116.4,23.0,52.4,90.4,42.6,126.3,0,1
Viral_Mosaic,North_West,Derived_Savanna,Clay_Loam,1044.5,27.5,65.6,100.0,55.0,220.0,24,4
Healthy,North_East,Southern_Guinea_Savanna,Sandy_Loam,1484.3,27.6,62.3,68.0,43.3,183.9,1,1
Fungal_Blight,South_West,Humid_Forest,Sandy_Loam,2630.2,31.0,80.0,90.0,45.0,180.0,7,3
Nutrient_Deficiency,North_Central,Sudan_Savanna,Alluvial,717.4,32.5,49.6,18.9,15.0,62.9,2,2
Healthy,North_West,Humid_Forest,Clay_Loam,1525.1,29.1,71.5,66.2,47.3,198.1,1,1
Nutrient_Deficiency,North_Central,Derived_Savanna,Lateritic,1052.1,35.6,54.3,25.4,9.1,49.3,0,3
Healthy,North_West,Southern_Guinea_Savanna,Alluvial,876.0,27.2,58.5,74.6,40.2,187.4,0,1
Nutrient_Deficiency,South_West,Sudan_Savanna,Alluvial,1001.3,30.9,60.0,24.5,12.5,38.6,0,2
Healthy,North_East,Southern_Guinea_Savanna,Clay_Loam,1500.2,27.0,59.4,86.3,40.1,149.7,0,1
Healthy,South_South,Derived_Savanna,Clay_Loam,1305.4,25.6,61.5,74.5,39.9,122.3,3,1
Viral_Mosaic,North_Central,Humid_Forest,Clay_Loam,1530.1,31.1,51.9,100.0,55.0,220.0,27,3
Healthy,North_West,Humid_Forest,Alluvial,1674.0,29.1,61.4,74.5,46.0,220.0,0,1
Viral_Mosaic,North_Central,Southern_Guinea_Savanna,Lateritic,1131.3,27.9,42.1,100.0,55.0,220.0,31,2
Fungal_Blight,South_West,Humid_Forest,Sandy_Loam,2458.4,29.4,89.6,90.0,45.0,180.0,6,4
Fungal_Blight,South_West,Humid_Forest,Sandy_Loam,1800.0,26.7,91.1,90.0,45.0,180.0,8,4
Nutrient_Deficiency,South_East,Sudan_Savanna,Sandy_Loam,716.1,26.5,51.3,25.6,13.8,70.0,1,3
Nutrient_Deficiency,South_West,Derived_Savanna,Lateritic,652.0,28.3,60.1,20.1,9.3,57.9,2,4
Viral_Mosaic,North_Central,Derived_Savanna,Sandy_Loam,806.8,29.7,70.7,100.0,55.0,220.0,37,3
Healthy,South_South,Derived_Savanna,Alluvial,1262.9,27.0,57.2,85.6,44.5,179.3,0,1
Fungal_Blight,South_East,Derived_Savanna,Alluvial,2338.5,31.4,95.0,90.0,45.0,180.0,13,5
Nutrient_Deficiency,South_West,Sudan_Savanna,Sandy_Loam,610.2,33.9,54.1,23.6,15.0,41.3,1,2
Bacterial_Wilt,South_East,Derived_Savanna,Clay_Loam,1193.6,32.7,42.3,100.0,55.0,220.0,5,4
Fungal_Blight,South_South,Humid_Forest,Sandy_Loam,1805.2,26.4,90.2,90.0,45.0,180.0,8,5
Nutrient_Deficiency,North_East,Southern_Guinea_Savanna,Lateritic,831.1,30.1,46.9,14.3,12.5,52.5,2,2
Healthy,South_South,Derived_Savanna,Sandy_Loam,1775.4,28.6,62.9,79.5,44.9,189.0,1,1
Nutrient_Deficiency,South_West,Sudan_Savanna,Lateritic,659.5,28.2,56.6,16.3,15.0,37.3,2,3
Healthy,North_East,Humid_Forest,Clay_Loam,1680.9,24.6,48.2,60.0,44.3,140.7,2,1
Viral_Mosaic,South_West,Southern_Guinea_Savanna,Alluvial,1315.7,26.0,77.6,100.0,55.0,220.0,36,4
Viral_Mosaic,South_West,Humid_Forest,Sandy_Loam,1151.2,28.7,66.1,100.0,55.0,220.0,30,2
Fungal_Blight,South_South,Humid_Forest,Clay_Loam,2199.6,27.5,93.9,90.0,45.0,180.0,7,4
Bacterial_Wilt,South_South,Derived_Savanna,Clay_Loam,1534.2,31.8,52.8,100.0,55.0,220.0,7,4
Nutrient_Deficiency,North_West,Sudan_Savanna,Lateritic,829.3,32.2,56.8,23.0,10.8,58.8,1,2
Fungal_Blight,South_South,Derived_Savanna,Clay_Loam,1800.0,27.5,86.1,90.0,45.0,180.0,5,4
Fungal_Blight,South_West,Derived_Savanna,Sandy_Loam,2375.4,30.0,80.6,90.0,45.0,180.0,8,4
Nutrient_Deficiency,North_East,Sudan_Savanna,Lateritic,900.4,27.1,51.0,23.1,15.0,51.4,1,3
Viral_Mosaic,North_Central,Derived_Savanna,Lateritic,961.2,32.0,59.0,100.0,55.0,220.0,31,3
Nutrient_Deficiency,South_East,Sudan_Savanna,Alluvial,723.5,32.9,41.2,18.9,9.5,59.5,0,3
Bacterial_Wilt,North_West,Sudan_Savanna,Alluvial,1330.3,34.8,59.0,100.0,55.0,220.0,7,4
Nutrient_Deficiency,North_West,Sudan_Savanna,Lateritic,661.4,31.8,63.2,21.6,6.6,42.0,2,3
Viral_Mosaic,North_Central,Southern_Guinea_Savanna,Clay_Loam,1150.6,31.6,40.0,100.0,55.0,220.0,25,4
Healthy,South_South,Derived_Savanna,Sandy_Loam,1408.3,27.3,46.7,71.4,48.8,145.3,0,1
Viral_Mosaic,North_Central,Southern_Guinea_Savanna,Alluvial,1161.3,26.5,72.4,100.0,55.0,220.0,30,4
Fungal_Blight,South_South,Humid_Forest,Alluvial,1800.0,33.2,85.3,90.0,45.0,180.0,12,4
Bacterial_Wilt,North_Central,Derived_Savanna,Lateritic,1082.7,33.4,75.0,100.0,55.0,220.0,9,4
Fungal_Blight,South_West,Derived_Savanna,Clay_Loam,2260.5,28.5,87.9,90.0,45.0,180.0,6,4
Healthy,North_Central,Derived_Savanna,Alluvial,1051.8,24.4,67.3,83.8,41.9,156.8,0,1
Fungal_Blight,South_South,Derived_Savanna,Lateritic,1840.2,27.3,80.9,90.0,45.0,180.0,6,4
Bacterial_Wilt,South_East,Derived_Savanna,Lateritic,968.5,32.8,64.6,100.0,55.0,220.0,5,4
Bacterial_Wilt,North_Central,Sudan_Savanna,Clay_Loam,1300.3,31.2,50.4,100.0,55.0,220.0,5,4
Viral_Mosaic,South_West,Southern_Guinea_Savanna,Alluvial,1062.0,28.6,63.9,100.0,55.0,220.0,25,3
Healthy,South_South,Southern_Guinea_Savanna,Sandy_Loam,796.2,26.4,65.3,66.8,42.1,138.3,1,1
