State,Latitude,Longitude,Temperature,Humidity,Soil_Moisture,Rainfall,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Disease_Class
Benue,,7.911793,22.05,93.87,,,13.42,52.17,84.06,Nutrient Deficiency
Kebbi,7.184452,4.480676,32.17,65.54,45.86,60.22,28.76,86.08,32.93,Nutrient Deficiency
Kaduna,11.479548,13.897672,32.64,84.96,65.26,212.53,35.75,64.83,48.46,Viral Mosaic
Enugu,8.038096,8.464465,32.98,67.93,,62.56,20.16,64.86,91.13,Healthy
Benue,,6.648481,33.11,67.27,50.13,,15.91,36.69,50.91,Fungal Blight
Cross River,4.596438,11.812497,20.0,91.17,78.87,119.06,78.0,85.05,27.74,Healthy
Kebbi,9.398316,8.726409,37.17,88.95,30.37,150.89,24.78,24.92,24.39,Healthy
Kaduna,,6.565391,34.66,83.22,65.6,401.04,92.25,14.78,52.57,Viral Mosaic
Benue,7.822226,12.337629,36.27,56.29,44.33,224.42,43.12,27.24,78.64,Healthy
,7.714731,12.97225,20.28,69.98,12.79,159.52,70.35,,99.75,Fungal Blight
Kebbi,7.596825,10.739594,36.81,52.31,,285.74,30.29,35.41,80.87,Bacterial Wilt
Kaduna,9.184895,3.540091,34.58,64.42,21.8,106.84,31.63,70.35,88.93,Healthy
Cross River,8.465984,9.512713,35.07,66.63,54.2,153.76,61.72,29.6,77.3,Nutrient Deficiency
Ogun,12.419232,11.777891,21.68,85.74,16.0,268.5,60.46,70.9,90.59,Healthy
Kebbi,,4.569785,33.3,89.28,76.28,145.01,79.19,18.2,,Healthy
Kaduna,9.069821,5.629714,37.28,62.8,,321.65,78.2,23.25,93.69,Nutrient Deficiency
Kaduna,5.745344,13.148694,32.21,40.97,25.85,246.6,70.36,55.79,,Nutrient Deficiency
Cross River,13.344656,3.2314,30.27,87.4,19.04,358.8,50.42,,92.95,Healthy
Enugu,6.749756,11.656362,37.02,49.59,76.22,429.3,90.16,87.36,16.82,Viral Mosaic
Benue,5.160277,8.448393,27.97,74.2,59.83,96.32,66.03,97.19,74.37,Healthy
Ogun,10.468316,8.13788,30.79,,61.92,183.87,99.12,68.54,76.21,Viral Mosaic
Ogun,9.858297,3.08161,28.57,61.97,44.96,177.82,83.74,70.82,99.72,Nutrient Deficiency
,8.236311,12.42308,36.79,94.23,43.23,110.47,13.99,66.25,79.2,Healthy
Benue,8.29973,7.137986,21.37,45.54,17.7,374.12,38.85,66.05,44.43,Healthy
,11.565575,9.218805,29.02,63.3,49.19,353.95,61.47,23.24,60.15,Bacterial Wilt
Kaduna,6.261414,10.788958,32.37,56.89,27.28,243.77,74.93,58.94,42.99,Nutrient Deficiency
Benue,11.88228,11.08024,34.25,89.78,78.4,265.11,59.53,44.75,27.64,Healthy
Cross River,10.338724,13.993771,30.49,87.81,65.76,73.82,80.75,49.83,32.37,Viral Mosaic
Ogun,8.270728,9.110409,36.36,53.07,38.91,272.2,35.44,57.12,,Fungal Blight
Enugu,8.622258,7.596775,36.96,44.47,20.59,366.54,26.55,21.56,59.39,Fungal Blight
Cross River,6.809825,13.967592,21.16,74.49,64.97,279.53,14.85,42.35,91.55,Bacterial Wilt
Enugu,11.269029,10.384268,27.24,58.5,18.54,156.12,61.6,15.71,92.15,Healthy
Benue,9.115873,6.428729,20.42,76.96,23.25,317.02,71.97,98.17,14.93,Bacterial Wilt
Enugu,7.387691,4.454339,,41.77,24.81,194.6,39.35,20.67,17.19,Healthy
Ogun,9.864451,12.689377,29.66,47.34,48.98,267.95,65.22,33.27,32.06,Viral Mosaic
Kaduna,13.46161,7.165088,36.39,77.75,65.09,245.03,,90.22,,Fungal Blight
Kaduna,8.417361,10.595402,,51.68,32.0,202.47,18.94,53.44,,Bacterial Wilt
Cross River,12.786223,8.414389,22.29,87.17,15.93,337.55,73.16,22.21,44.96,Healthy
Ogun,7.605152,5.287692,21.67,43.22,42.52,403.55,43.13,44.58,62.9,Bacterial Wilt
Cross River,4.992594,9.919396,30.61,51.85,62.37,52.09,70.42,20.43,62.03,Bacterial Wilt
Kaduna,6.338179,3.697855,29.58,,25.52,423.45,84.85,28.02,58.91,Viral Mosaic
Cross River,,7.753438,24.79,63.82,25.39,254.61,,14.68,40.48,Viral Mosaic
Kaduna,6.476714,9.286072,36.19,78.66,76.31,330.29,25.5,49.44,73.58,Healthy
Cross River,4.502043,8.01454,36.69,50.05,76.79,392.25,,82.6,84.38,Healthy
Enugu,12.735014,11.60973,27.25,73.54,79.33,,76.05,62.74,41.16,Bacterial Wilt
Kaduna,,12.521137,36.03,79.94,66.54,383.99,79.66,64.57,17.7,Bacterial Wilt
Kaduna,11.18063,11.869295,26.91,57.3,23.17,121.05,80.62,28.05,36.67,Healthy
Kebbi,6.010331,3.446349,33.26,85.59,24.84,113.67,30.54,40.95,22.36,Healthy
Enugu,5.583272,5.232481,28.57,73.19,33.82,312.99,,86.07,52.06,Bacterial Wilt
,5.108443,9.170986,22.21,61.4,32.27,398.06,63.1,17.91,24.03,Fungal Blight
Benue,11.016263,,36.7,70.67,76.96,406.97,76.7,87.21,51.66,Fungal Blight
Kebbi,12.859272,12.602003,28.17,71.72,65.24,307.5,38.72,53.53,29.89,Healthy
Kaduna,8.374822,12.689147,33.22,49.1,60.68,260.2,19.42,85.34,,Fungal Blight
Kebbi,5.572266,6.486894,26.61,62.15,23.02,182.56,,38.62,12.48,Fungal Blight
Cross River,9.111535,7.938651,20.34,58.89,73.67,442.0,36.97,40.5,59.93,Bacterial Wilt
Cross River,7.639487,8.413118,21.81,62.05,67.95,177.88,24.97,77.64,25.25,Fungal Blight
Ogun,,4.809773,28.93,81.86,21.45,347.67,23.3,80.65,10.09,Healthy
Kaduna,10.091976,3.357283,32.42,,70.98,262.79,38.34,30.67,,Healthy
,10.968463,13.889383,26.03,91.72,29.06,293.4,63.34,97.56,70.44,Fungal Blight
Benue,,,32.52,56.15,15.66,207.39,42.26,17.6,18.9,Healthy
Benue,4.820312,5.759412,32.58,,55.98,435.93,11.86,16.17,69.77,Viral Mosaic
Enugu,13.448973,3.958859,32.67,83.28,55.77,278.67,18.72,63.6,,Fungal Blight
Ogun,6.594555,13.677839,28.87,70.03,16.65,425.12,36.15,75.05,52.6,Nutrient Deficiency
Kaduna,4.984475,9.666977,36.47,70.09,32.32,53.04,69.37,96.48,47.73,Viral Mosaic
Enugu,6.208878,10.670924,28.81,42.93,79.5,279.07,18.87,46.45,89.84,Fungal Blight
Benue,4.850621,13.483134,28.1,61.92,57.49,336.87,60.46,12.28,32.06,Fungal Blight
Kebbi,8.026298,6.974632,23.59,54.89,61.11,348.03,,64.26,45.85,Viral Mosaic
Cross River,11.721616,10.147334,25.54,94.96,24.9,411.99,29.05,36.07,39.62,Bacterial Wilt
Kaduna,7.5712,3.446194,20.76,56.96,15.51,51.76,25.5,48.97,79.41,Healthy
Kebbi,8.497651,5.147884,31.4,88.65,29.38,50.13,16.05,53.96,92.48,Healthy
Cross River,10.580281,12.559327,24.47,77.19,27.42,,,15.81,86.48,Healthy
,9.080047,11.817836,25.47,58.75,26.42,61.72,51.71,53.74,81.79,Healthy
Ogun,12.253011,7.032391,,69.89,,439.81,84.79,48.37,98.81,Fungal Blight
Kebbi,12.294321,7.333322,25.89,86.23,50.23,138.83,18.9,74.13,72.74,Healthy
Kebbi,4.589196,9.135876,24.36,88.59,32.97,239.07,23.03,68.11,77.59,Viral Mosaic
Cross River,11.502417,3.002772,23.04,48.82,67.42,74.46,37.58,26.67,98.45,Fungal Blight
Kaduna,8.646602,5.77431,33.95,58.68,22.88,258.82,78.93,28.55,10.63,Fungal Blight
Ogun,13.399565,5.394666,22.33,58.44,42.52,201.98,37.52,32.59,67.06,Healthy
,8.849089,5.880554,28.17,42.31,,67.86,46.76,26.11,76.51,Bacterial Wilt
Cross River,13.382064,12.267917,29.12,72.9,43.72,184.05,37.14,69.15,92.6,Healthy
Kebbi,11.291124,6.216249,32.37,87.02,13.91,206.57,17.22,99.5,89.55,Bacterial Wilt
Ogun,6.737444,5.202495,31.4,60.99,78.44,445.97,94.55,68.69,85.78,Fungal Blight
Kebbi,9.345555,8.79903,34.59,80.7,65.34,133.15,59.37,64.6,95.12,Fungal Blight
Ogun,13.429221,12.954918,20.81,,44.31,267.91,80.9,46.89,58.36,Fungal Blight
Kaduna,12.217775,5.775522,25.34,60.66,16.06,444.93,69.25,38.13,10.62,Healthy
Enugu,5.376302,3.903167,25.04,47.76,51.47,366.81,56.28,92.0,10.99,Healthy
Benue,10.857348,7.098654,22.63,79.01,63.11,447.35,18.07,97.21,59.02,Healthy
,7.610216,11.597996,,87.0,23.35,437.32,67.85,54.71,49.17,Fungal Blight
Kebbi,4.56284,9.332941,25.58,77.72,49.77,245.82,23.98,36.12,50.61,Healthy
Benue,8.131329,12.393124,29.39,40.98,,328.55,,79.31,46.04,Healthy
Cross River,6.61279,14.03531,31.95,51.89,63.78,94.18,66.62,21.92,,Fungal Blight
Benue,11.869823,12.115618,26.86,43.82,66.21,226.46,80.4,78.9,42.33,Fungal Blight
Ogun,,9.943735,32.95,71.37,71.55,373.61,71.65,83.71,87.06,Healthy
Kebbi,11.947713,,26.05,81.61,75.64,252.13,70.44,21.24,91.26,Viral Mosaic
Ogun,4.505381,3.460794,25.23,46.08,38.39,331.08,23.41,97.92,54.96,Viral Mosaic
Ogun,7.270372,,29.74,86.11,,348.3,,98.7,50.22,Bacterial Wilt
Cross River,6.670487,7.410033,20.43,70.55,65.35,151.39,13.86,94.3,78.49,Fungal Blight
Enugu,6.602106,,21.44,77.95,58.8,400.28,74.75,54.64,73.72,Fungal Blight
Enugu,5.11368,10.667152,27.52,,79.69,233.93,95.73,32.15,,Healthy
Kebbi,6.184118,,36.97,44.6,10.96,134.07,33.77,62.38,19.23,Healthy
Ogun,9.499946,9.73645,32.99,89.57,34.86,396.17,17.89,47.79,33.84,Bacterial Wilt
Kebbi,7.12225,9.747831,21.59,46.94,29.67,217.13,52.8,28.54,21.79,Viral Mosaic
Enugu,8.256553,8.125893,,61.61,28.36,350.12,87.1,48.13,,Healthy
Kaduna,7.891802,12.615364,33.18,86.83,25.58,269.21,59.68,69.75,33.56,Fungal Blight
Cross River,12.383144,6.047121,31.0,,59.64,202.75,14.21,16.38,67.39,Healthy
Kebbi,12.647691,8.159275,,67.85,15.93,373.95,97.68,40.01,95.9,Healthy
Ogun,8.936613,9.183459,27.27,72.68,61.91,283.79,84.58,11.6,71.72,Bacterial Wilt
Kebbi,7.471404,10.631684,23.99,78.95,58.54,206.22,21.84,77.45,93.4,Fungal Blight
Ogun,5.461206,,29.22,85.8,27.56,93.84,92.96,67.66,80.57,Fungal Blight
Kebbi,13.080626,7.540284,29.88,46.68,27.7,408.18,50.56,15.64,75.51,Viral Mosaic
Cross River,5.042043,10.42954,29.69,84.55,54.02,64.19,43.47,96.83,47.27,Viral Mosaic
Enugu,,4.732026,30.17,66.47,63.35,395.27,51.49,12.04,39.23,Nutrient Deficiency
Kaduna,7.182596,13.725453,37.08,64.78,71.35,193.98,85.11,63.1,86.16,Viral Mosaic
Kebbi,7.383612,7.405176,36.24,63.31,69.65,305.74,69.35,79.87,91.49,Bacterial Wilt
Benue,5.978582,11.389496,35.76,68.01,77.54,418.88,15.33,80.91,,Nutrient Deficiency
Benue,11.548453,3.233922,34.43,,50.7,110.68,96.18,13.09,10.82,Viral Mosaic
Kebbi,5.602481,5.359652,36.98,70.15,73.61,276.78,23.3,91.58,81.33,Fungal Blight
Ogun,10.21416,8.601449,21.77,92.42,66.6,355.77,77.1,92.66,35.66,Bacterial Wilt
Benue,5.614614,13.099903,24.77,49.92,72.63,,67.25,60.53,10.89,Viral Mosaic
Kebbi,5.134821,9.063434,28.91,79.83,10.81,260.25,26.88,53.39,82.45,Bacterial Wilt
Enugu,12.684866,,35.24,84.67,77.61,299.9,25.37,14.04,56.57,Bacterial Wilt
Cross River,6.211159,8.563664,29.09,110.4,43.15,353.01,88.33,60.58,71.67,Nutrient Deficiency
Kebbi,11.891251,8.640165,33.46,73.38,65.87,386.41,47.77,46.84,92.32,Fungal Blight
Kebbi,9.401678,4.377088,22.5,71.06,18.9,354.73,68.91,79.55,58.71,Nutrient Deficiency
Cross River,5.200709,12.230547,,87.35,37.72,191.6,55.37,46.35,55.29,Nutrient Deficiency
Kebbi,13.099034,5.840102,33.17,85.19,29.0,448.69,75.46,71.52,36.16,Fungal Blight
Ogun,6.722651,13.345544,22.97,46.73,30.42,223.8,53.13,19.13,37.47,Fungal Blight
Kaduna,12.236808,13.474479,26.32,86.67,18.63,59.79,35.86,21.97,81.69,Healthy
Ogun,6.01929,13.848066,24.77,62.77,66.4,195.05,42.7,22.57,50.41,Fungal Blight
Cross River,12.185486,8.982651,26.3,53.95,10.65,101.11,87.32,14.1,24.72,Fungal Blight
Cross River,,10.786579,32.75,87.84,31.88,98.58,52.12,58.72,18.51,Bacterial Wilt
Enugu,9.106024,11.952933,26.62,63.76,22.21,162.61,29.21,81.46,52.56,Healthy
Benue,11.424983,4.506668,29.99,84.46,51.23,71.35,94.11,64.94,51.85,Viral Mosaic
Kebbi,12.91316,9.911008,54.73,54.49,27.8,325.4,81.69,61.75,,Healthy
Ogun,12.682819,3.394426,34.49,40.22,28.13,79.6,15.01,,52.4,Healthy
Ogun,11.876624,8.72201,26.66,67.25,44.18,131.32,99.9,40.57,22.91,Fungal Blight
Cross River,12.493722,4.780691,31.67,45.51,,87.16,72.54,42.58,,Fungal Blight
Kebbi,6.292977,5.103614,33.06,81.49,18.49,75.27,24.42,38.28,91.61,Fungal Blight
Ogun,7.057659,7.198047,,,22.29,157.1,31.35,74.09,24.35,Fungal Blight
Cross River,7.100717,,35.92,64.4,27.3,278.76,72.32,24.55,72.08,Bacterial Wilt
Ogun,7.893485,10.166483,31.09,,78.16,435.87,80.18,11.17,63.45,Viral Mosaic
Kebbi,8.039886,3.855927,27.72,55.77,37.8,400.22,,63.66,77.37,Bacterial Wilt
,9.400998,8.792455,23.28,82.98,51.93,400.37,33.13,94.81,23.55,Fungal Blight
Cross River,5.938918,5.100189,36.96,48.34,26.91,120.43,37.64,64.85,94.74,Healthy
Cross River,10.72122,9.600715,33.59,75.59,44.33,155.96,63.82,80.46,65.89,Nutrient Deficiency
Cross River,6.008099,,,90.46,15.19,80.56,25.46,,86.24,Healthy
Kebbi,7.292776,9.402156,26.08,77.39,12.43,361.39,19.38,54.77,,Healthy
Benue,9.030106,11.490398,34.57,84.61,42.81,77.93,71.1,74.66,76.55,Fungal Blight
,11.667965,6.859506,32.52,45.99,37.91,272.68,80.12,84.17,80.29,Bacterial Wilt
Ogun,11.155223,11.798726,33.78,53.79,19.58,149.15,55.08,30.23,45.77,Fungal Blight
Kebbi,10.309809,7.976821,27.94,89.2,58.13,147.38,42.74,40.25,44.56,Fungal Blight
Kaduna,5.901959,8.568122,,79.33,79.5,446.29,48.88,30.14,69.2,Nutrient Deficiency
Kebbi,9.423408,10.453174,26.96,75.18,37.7,352.71,44.96,50.7,18.41,Healthy
Cross River,5.287019,3.211121,23.8,76.51,53.72,384.78,96.4,89.66,76.21,Viral Mosaic
,7.896269,,31.39,62.78,77.41,278.79,79.13,41.07,,Viral Mosaic
Benue,8.221649,10.113729,37.57,42.45,68.21,398.41,28.73,43.7,27.15,Nutrient Deficiency
Ogun,4.858303,6.563242,25.59,83.14,42.45,308.2,44.58,87.43,69.77,Healthy
Cross River,6.965893,3.986634,28.3,77.33,61.62,428.47,58.96,56.38,18.85,Healthy
Benue,13.100845,4.045758,32.13,66.0,18.97,162.54,65.17,58.19,97.47,Bacterial Wilt
Kebbi,13.082693,13.617073,29.75,89.49,45.85,288.13,52.14,87.47,88.16,Fungal Blight
Kebbi,7.670943,10.926712,35.18,58.49,29.53,326.05,82.91,54.15,66.37,Healthy
Enugu,4.887901,4.46168,33.71,56.19,21.28,207.17,79.08,71.34,83.72,Bacterial Wilt
,6.111854,7.102316,21.05,88.0,39.84,401.88,55.46,17.71,89.88,Healthy
Kebbi,8.02996,9.813554,37.97,83.83,19.17,441.92,86.9,26.08,33.35,Healthy
Ogun,13.030017,12.609075,33.54,68.32,58.93,247.51,77.6,46.39,86.45,Healthy
Kebbi,5.770792,3.502101,35.55,47.19,41.94,206.26,80.07,54.54,27.53,Fungal Blight
Kebbi,11.371643,5.721281,31.72,51.83,47.18,238.78,96.08,96.92,47.2,Fungal Blight
Enugu,5.478143,13.232113,35.41,76.09,20.25,391.09,33.98,97.36,60.24,Bacterial Wilt
Benue,13.331318,3.105404,22.02,61.18,19.78,308.19,,86.61,74.25,Nutrient Deficiency
Kaduna,7.934548,5.31609,26.26,86.01,50.84,67.91,90.01,,12.71,Nutrient Deficiency
Kaduna,11.477111,14.028778,35.78,92.25,78.95,266.87,,96.76,36.15,Fungal Blight
Kaduna,7.58332,10.054121,23.63,84.31,16.74,56.92,93.39,72.04,64.77,Fungal Blight
,10.14902,6.009221,21.41,60.76,30.0,361.41,15.68,45.36,42.16,Fungal Blight
Benue,6.228145,,34.19,83.38,70.86,181.32,66.5,73.15,79.75,Nutrient Deficiency
Kaduna,5.814189,3.3242,35.04,59.33,15.06,238.8,23.02,11.49,68.65,Bacterial Wilt
Cross River,12.942577,5.814568,22.93,49.19,71.31,369.47,55.35,23.15,31.1,Healthy
Kaduna,12.758826,13.137087,35.38,41.84,46.7,68.58,24.02,84.67,23.13,Healthy
,12.48722,7.783007,32.36,61.21,38.58,113.42,,68.1,66.61,Nutrient Deficiency
Kaduna,10.128901,11.283834,29.36,89.7,31.68,209.18,11.1,42.78,50.54,Viral Mosaic
Kebbi,11.774414,13.560278,,53.14,30.8,141.97,66.72,55.06,25.21,Bacterial Wilt
Kaduna,5.121332,7.692465,27.55,51.36,31.41,185.16,42.31,91.46,39.37,Healthy
,7.513101,5.19969,23.49,93.34,71.94,449.27,19.47,66.84,37.27,Nutrient Deficiency
Ogun,7.323328,8.946856,25.13,41.38,60.67,,39.06,45.83,19.73,Fungal Blight
Kebbi,,13.442962,29.09,83.22,,403.56,25.2,20.83,59.22,Healthy
Benue,7.70362,12.250306,29.56,57.68,65.91,424.82,94.75,36.44,78.73,Bacterial Wilt
Kebbi,5.836561,3.757043,34.5,,28.0,186.37,38.8,98.05,61.79,Fungal Blight
Cross River,9.868204,,34.24,90.48,,168.83,40.06,49.36,84.37,Nutrient Deficiency
Ogun,11.829455,,30.46,47.68,42.2,143.62,85.59,52.47,21.48,Fungal Blight
Benue,7.939111,13.435827,34.05,70.35,64.77,382.05,68.3,54.87,49.21,Fungal Blight
Enugu,5.690418,4.408536,,55.07,31.65,321.82,73.92,89.57,64.85,Viral Mosaic
,6.270194,9.141415,20.9,,55.02,144.47,67.24,64.35,70.84,Healthy
Kaduna,6.63735,13.113821,35.73,42.75,71.75,,95.16,72.43,72.62,Viral Mosaic
Kebbi,7.199078,7.715274,,46.36,38.15,252.68,28.63,45.05,,Fungal Blight
Benue,10.285156,8.542942,24.44,43.93,14.66,261.26,99.01,12.62,68.63,Bacterial Wilt
Kaduna,9.908509,3.810298,32.52,81.83,46.12,405.49,,93.79,18.48,Fungal Blight
Kaduna,10.764719,6.198652,27.37,,34.22,202.23,63.01,95.42,72.58,Viral Mosaic
Benue,7.762518,6.731826,56.33,58.86,57.06,413.41,69.61,,75.23,Fungal Blight
Cross River,11.915979,13.868908,25.36,63.01,76.57,,68.39,94.93,99.41,Healthy
Cross River,6.336789,6.250675,20.21,91.09,43.99,348.55,15.26,83.37,72.4,Fungal Blight
Ogun,8.721367,8.29999,25.41,90.09,42.63,422.1,29.62,71.61,71.81,Fungal Blight
Cross River,11.708448,10.720001,30.41,79.36,55.82,413.03,96.53,86.01,56.33,Fungal Blight
Enugu,6.121428,4.865109,26.77,88.66,17.24,72.78,58.09,64.05,88.11,Healthy
Kaduna,5.488768,8.594087,29.63,57.58,27.75,132.28,44.05,22.09,99.72,Healthy
Cross River,,11.493199,,60.96,74.33,240.76,78.58,45.21,,Healthy
,7.586367,,36.42,73.75,56.9,222.62,57.21,97.42,65.13,Healthy
Kebbi,10.654831,10.201982,,74.3,10.94,306.36,11.18,41.6,17.11,Healthy
Ogun,,10.694115,28.32,66.49,24.32,427.88,76.26,88.1,75.41,Nutrient Deficiency
Benue,10.710422,4.45226,29.88,62.04,57.8,94.96,75.9,18.39,73.77,Viral Mosaic
Benue,7.344912,13.87643,37.08,94.24,63.51,230.74,24.86,40.08,79.8,Fungal Blight
Ogun,5.001668,4.524602,37.98,118.36,68.79,126.96,96.1,41.59,21.21,Viral Mosaic
Kaduna,9.988315,11.908739,,63.92,30.45,,30.15,14.64,,Viral Mosaic
Enugu,6.667234,6.045388,33.09,80.0,75.17,,51.2,20.72,36.62,Viral Mosaic
Kaduna,7.981265,,26.8,54.83,48.71,241.48,20.33,27.38,78.42,Fungal Blight
Ogun,5.225227,11.279535,20.15,45.51,58.76,91.6,64.3,85.4,31.63,Fungal Blight
Benue,5.824469,11.668858,20.17,59.38,51.77,364.12,43.79,15.71,71.56,Fungal Blight
Cross River,7.181795,5.51918,,62.16,18.59,328.86,41.79,36.88,,Healthy
Benue,5.307836,8.09496,28.79,40.91,77.42,191.87,84.43,10.92,10.81,Viral Mosaic
Kaduna,12.697436,10.104852,20.41,84.81,18.6,404.96,10.86,72.61,67.0,Healthy
Benue,4.554423,11.854697,32.36,59.76,27.84,440.33,81.82,65.83,20.19,Fungal Blight
Ogun,8.854742,4.195533,25.29,71.92,66.95,273.14,61.43,68.05,69.34,Fungal Blight
Kebbi,5.609227,14.067201,30.08,44.07,53.3,276.29,98.75,43.69,93.3,Bacterial Wilt
Cross River,7.269112,13.237538,25.42,49.62,68.67,169.01,63.05,28.74,97.23,Bacterial Wilt
Benue,12.834536,6.109009,,88.93,46.1,283.8,14.98,74.83,31.23,Bacterial Wilt
Ogun,5.955251,12.461743,27.33,73.48,36.39,225.86,14.56,83.0,82.83,Fungal Blight
Enugu,13.192491,8.960725,24.18,92.27,74.53,170.88,89.48,22.47,41.82,Fungal Blight
Enugu,6.352149,8.310775,29.63,94.93,12.54,76.87,85.71,53.81,91.04,Fungal Blight
Enugu,11.174095,6.615992,23.58,60.45,69.93,151.08,41.13,,80.87,Bacterial Wilt
Cross River,9.420095,,29.15,56.43,26.16,129.14,65.62,25.13,16.65,Viral Mosaic
Enugu,12.460309,11.393725,22.83,,69.41,,54.06,76.09,46.64,Nutrient Deficiency
Kebbi,9.485939,7.725728,32.08,94.92,19.74,,97.04,58.43,40.36,Fungal Blight
Kaduna,9.311033,10.236021,33.57,74.63,50.62,293.43,,29.46,,Healthy
Kaduna,6.259122,11.042099,21.99,83.73,72.17,205.27,98.55,37.9,46.93,Nutrient Deficiency
Cross River,5.996064,11.177901,28.42,83.0,43.15,218.49,87.98,97.0,71.61,Viral Mosaic
,12.748402,3.59761,21.28,59.54,,383.7,91.86,86.38,64.22,Fungal Blight
Kaduna,7.450544,12.8871,30.77,71.58,66.33,240.49,29.56,89.2,97.81,Bacterial Wilt
Enugu,7.84874,8.269913,24.76,85.82,61.55,445.11,84.79,51.4,94.4,Bacterial Wilt
Ogun,11.338413,6.017785,,,74.77,225.85,73.8,66.14,48.49,Healthy
Benue,7.549411,5.780292,29.31,41.16,41.28,309.83,96.65,43.91,75.12,Healthy
Kebbi,,8.554662,36.64,58.52,22.12,70.15,61.41,16.99,84.65,Healthy
Kaduna,,13.198563,29.88,47.95,13.35,311.34,17.67,46.1,90.9,Healthy
Cross River,9.876863,7.350997,30.49,52.81,27.25,390.57,63.77,63.46,16.13,Healthy
Ogun,12.428056,11.621846,27.23,89.8,20.02,426.98,71.79,35.84,37.19,Fungal Blight
Kaduna,4.946453,4.113415,37.08,42.03,49.06,448.93,29.83,86.32,38.82,Healthy
Kebbi,6.813564,8.474652,33.99,52.09,22.95,162.87,45.47,23.6,49.1,Healthy
Benue,8.685327,14.404391,25.14,57.03,12.73,280.15,63.87,43.04,25.23,Viral Mosaic
Kaduna,6.542807,11.860035,35.2,73.93,12.52,,43.67,21.24,54.66,Healthy
Kaduna,11.195147,5.421078,27.78,69.38,68.21,275.53,43.75,46.43,69.69,Fungal Blight
Kaduna,12.772872,8.766577,34.92,52.0,51.4,112.98,21.98,13.57,,Nutrient Deficiency
Ogun,8.313931,5.686685,34.81,49.03,35.07,392.46,,34.53,69.92,Viral Mosaic
Kebbi,7.579193,7.709951,23.4,53.02,72.6,413.83,77.54,,15.98,Nutrient Deficiency
Benue,,,32.62,67.64,14.91,229.86,10.11,53.03,88.84,Nutrient Deficiency
Kaduna,8.503672,11.869085,25.23,54.91,78.62,162.17,78.91,58.93,94.52,Healthy
,8.901436,5.623154,25.35,92.12,53.14,106.33,76.58,34.75,,Healthy
Ogun,7.664849,13.605568,,65.51,22.84,323.51,10.88,57.07,89.33,Fungal Blight
Cross River,12.685936,9.814534,33.06,43.23,57.53,174.89,43.26,55.81,21.83,Fungal Blight
Enugu,9.620599,7.369129,24.14,80.11,63.44,413.82,64.61,38.46,81.77,Viral Mosaic
Cross River,11.359571,8.772259,,58.09,40.05,318.4,50.75,84.72,20.72,Healthy
Kebbi,11.80626,9.958319,32.87,75.94,70.31,308.27,80.02,59.11,46.72,Healthy
Ogun,7.576641,9.438741,23.08,55.38,20.55,273.76,48.29,39.9,39.14,Bacterial Wilt
Enugu,,8.593658,21.88,71.39,29.52,68.31,23.85,,62.7,Bacterial Wilt
,12.136246,8.806727,24.28,82.47,,422.77,97.88,86.06,37.14,Healthy
Kebbi,7.769298,5.028737,26.84,91.04,24.76,301.17,31.78,,67.36,Viral Mosaic
Kebbi,11.645416,12.346428,28.57,54.36,26.71,447.62,74.59,72.3,43.06,Healthy
Cross River,12.968931,9.230244,,58.42,74.23,264.94,22.88,44.04,87.47,Nutrient Deficiency
Kaduna,10.108893,4.507418,37.47,65.53,,334.04,39.61,35.28,67.05,Nutrient Deficiency
Kaduna,11.174646,11.810807,32.89,90.99,39.92,,49.78,,,Viral Mosaic
Kaduna,11.745876,13.723106,25.82,89.58,,,27.3,98.27,40.25,Fungal Blight
Kaduna,,13.894029,25.74,44.94,72.91,355.86,50.5,,86.27,Bacterial Wilt
Kaduna,8.05548,7.243704,28.07,47.26,79.84,361.41,24.14,89.35,44.78,Viral Mosaic
Enugu,4.961371,4.558444,31.27,67.25,62.74,358.04,60.31,39.62,58.22,Healthy
Cross River,8.116886,8.961596,22.63,45.86,77.96,140.51,69.73,46.63,68.4,Healthy
Enugu,,4.295006,23.4,59.01,65.1,,15.62,91.56,41.3,Fungal Blight
Ogun,8.553153,13.740855,35.47,48.16,,448.07,88.4,78.12,36.46,Healthy
Kebbi,11.240668,5.111166,,74.98,59.51,80.24,26.66,98.33,52.77,Bacterial Wilt
Enugu,7.712842,5.906807,,92.22,15.58,424.58,30.28,79.73,29.34,Healthy
Ogun,10.212697,7.67632,35.68,94.82,38.13,,,50.37,35.58,Healthy
Kebbi,6.177778,7.406391,31.94,103.44,,325.71,52.19,57.8,15.59,Nutrient Deficiency
Ogun,11.244325,12.138623,26.15,72.95,34.55,185.24,54.95,91.05,37.36,Nutrient Deficiency
Ogun,9.411264,8.247643,32.31,87.09,29.14,437.1,21.53,59.65,38.86,Healthy
Enugu,6.336579,4.963835,20.35,46.46,50.42,90.6,82.52,32.99,96.56,Nutrient Deficiency
,7.127201,6.072914,33.24,77.93,75.35,249.1,65.53,49.21,63.08,Bacterial Wilt
Kebbi,11.237478,8.854804,28.77,62.49,12.45,221.22,22.18,56.47,80.86,Healthy
Kaduna,8.843411,4.69572,34.64,51.34,63.85,180.41,43.66,18.7,14.08,Fungal Blight
Kaduna,,10.03404,37.18,62.15,60.59,308.21,82.94,76.94,19.59,Bacterial Wilt
